min_vertex_count,json_init_infection_list
90,"[1022, 1021, 1019, 1015, 1007, 991, 959, 895, 767, 1534, 1533, 1531, 1527, 1519, 1503, 1471, 1407, 1279, 2558, 2557, 2555, 2551, 2543, 2527, 2495, 2431, 2303, 4606, 4605, 4603, 4599, 4591, 4575, 4543, 4479, 4351, 8702, 8701, 8699, 8695, 8687, 8671, 8639, 8575, 8447, 16894, 16893, 16891, 16887, 16879, 16863, 16831, 16767, 16639, 33278, 33277, 33275, 33271, 33263, 33247, 33215, 33151, 33023, 66046, 66045, 66043, 66039, 66031, 66015, 65983, 65919, 65791, 131582, 131581, 131579, 131575, 131567, 131551, 131519, 131455, 131327, 262654, 262653, 262651, 262647, 262639, 262623, 262591, 262527, 262399]"
