min_vertex_count,json_init_infection_list
29,"[20721, 23301, 5703, 17889, 8627, 26675, 7245, 7473, 28867, 18741, 16869, 25651, 9275, 15625, 2639, 4279, 2159, 23109, 13125, 1459, 27809, 17635, 11315, 29197, 10525, 8435, 24755, 22795, 21021]"
