min_vertex_count,json_init_infection_list
65,"[51355, 40593, 983, 63753, 42403, 5483, 17111, 48393, 72843, 100107, 66533, 4597, 72327, 50883, 11911, 106953, 7453, 46373, 23657, 41195, 119333, 72007, 11621, 14649, 27241, 79521, 86691, 31793, 46107, 49339, 29381, 67385, 84027, 80909, 54023, 34475, 66531, 10427, 13467, 50515, 47371, 13421, 45339, 78023, 44229, 39981, 105497, 87625, 21619, 41527, 90947, 6393, 73935, 123043, 102939, 14635, 26465, 108745, 78987, 111747, 75035, 104985, 100635, 37227, 15657]"
